id	file	length_offset	text_offset	source	translation	control_codes	status	notes
Script/scenario02_9.binu8@57345	Script/scenario02_9.binu8	57341	57345	@vNanana_0026「お前なんか、生まれてこなければ良かったのに」	@vNanana_0026「你要是，没有被生下来就好了」	@vNanana_0026	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@57432	Script/scenario02_9.binu8	57428	57432	　それでも、兄は私のことを受け入れてくれませんでした。	就算这样，哥哥也完全不能接受我。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@57518	Script/scenario02_9.binu8	57514	57518	@n　――近寄るな。汚えんだよ。	@n　――别靠近我。脏死了。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@57567	Script/scenario02_9.binu8	57563	57567	　許してくれるとは、思っていません。@n　彼にとって私は、家族崩壊を招いたトリガー。	　我从没奢望过他会原谅我。@n　对他来说，我就是导致家庭破裂的导火索。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@57694	Script/scenario02_9.binu8	57690	57694	　年端もいかない男の子は、誰かを憎まずにはいられなかったのです。	年纪尚浅的男孩，不得不靠着憎恨谁才能活下去。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@57795	Script/scenario02_9.binu8	57791	57795	@vNanana_0027「お前なんか、生まれてこなければ良かったのに……」	@vNanana_0027「你要是，没有被生下来就好了……」	@vNanana_0027	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@57888	Script/scenario02_9.binu8	57884	57888	　だから私は、必死でした。	所以我，不得不拼命。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@57932	Script/scenario02_9.binu8	57928	57932	　家族として受け入れてもらえるよう、家事や炊事、掃除など――家のことは何でも率先して引き受けました。	为了能够以家人的身份被接纳，无论是家务事，还是做饭、打扫之类的——家里的事情事无巨细我都是带头去做。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@58087	Script/scenario02_9.binu8	58083	58087	　いつか、捨てられるんじゃないかって。@n　いつか、見切られるんじゃないかって。	　我害怕有一天会被丢掉。@n　害怕有一天会被彻底放弃。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@58208	Script/scenario02_9.binu8	58204	58208	　家族として受け入れてくれた母親はもちろん、私の存在を疎ましく思いながらも、どこか気にかけてくれる兄のことを、どうしても嫌うことが出来なかったのです。	作为家人接受我的母亲自不必说，就连对我的存在而感到嫌恶的哥哥，我也并不怎么讨厌得起来。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@58438	Script/scenario02_9.binu8	58434	58438	@vNanana_0028「お兄ちゃんと、呼んでみたかった」	@vNanana_0028「想叫他一声哥哥」	@vNanana_0028	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@58507	Script/scenario02_9.binu8	58503	58507	　兄は、私がそう呼ぶと蕁麻疹がでてしまう。	哥哥他要是听到我这样叫就会起一身的疹子。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@58575	Script/scenario02_9.binu8	58571	58575	@vNanana_0029「偽物でも、家族だと信じたかった」	@vNanana_0029「就算是假的，我也相信他们就是家人」	@vNanana_0029	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@58644	Script/scenario02_9.binu8	58640	58644	　生まれてきた意味が、欲しかった。	　我想要一个自己降生于世的意义。		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@58700	Script/scenario02_9.binu8	58696	58700	@vNanana_0030「お前なんか、生まれてこなければ良かったのに」	@vNanana_0030「你要是，没有被生下来就好了」	@vNanana_0030	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@58787	Script/scenario02_9.binu8	58783	58787	　それから。@n　母親の勧めでアイドルとしての活動を始めることになりました。	　后来。@n　在母亲的建议下，我开始以偶像的身份活动。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@58902	Script/scenario02_9.binu8	58898	58902	　最初は、SNS上だけでの活動でした。	最开始，只是在SNS上进行活动。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@58958	Script/scenario02_9.binu8	58954	58958	　水着やコスプレ、ちょっとえっちな衣装なんかを着て、あざとく、可愛く、キャッチーな画像を投稿して。	泳装和cosplay，穿着有些色情的服装，投稿一些卖弄小聪明、可爱、吸引人的图片。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@59110	Script/scenario02_9.binu8	59106	59110	　最初は少し恥ずかしくて……もちろん抵抗はありましたが、お母さんが喜んでくれるだけで頑張れちゃうのです。	一开始有点害羞……当然也有些抵触情绪，但是只要能让妈妈高兴，我就能努力下去。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@59271	Script/scenario02_9.binu8	59267	59271	@n　――もっともっと、人気者になりましょうね。	@n　――我们要变得越来越受欢迎哦。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@59344	Script/scenario02_9.binu8	59340	59344	　お母さんが注力するように伝えたのは、SNSによる頻繁な露出。	妈妈告诉我需要关注的是，SNS上频繁的自我曝光。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@59436	Script/scenario02_9.binu8	59432	59436	　それも、単に画像を投稿するだけではなく、丁寧に動画を撮影して、投稿一つとってもユニークなネタを仕込むよう厳命されます。	而且，不仅仅是单纯的投稿图片，还要谨慎认真地拍摄视频，哪怕只是一个稿件也要认真地准备让人耳目一新的素材。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@59621	Script/scenario02_9.binu8	59617	59621	@vNanana_0031「――別にそれは、私なんかのためじゃなかったけれど」	@vNanana_0031「——虽然，那也不是为了我」	@vNanana_0031	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@59717	Script/scenario02_9.binu8	59713	59717	　写真加工や投稿文章は、お母さんがすべて用意してくれました。	照片加工和投稿的文章，都由母亲精心准备。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@59812	Script/scenario02_9.binu8	59808	59812	　世界中の人々に愛してもらえるよう、最高に可愛い私を仕立て上げてくれるのです。	为了博得全世界人们的爱意，为我定制了最可爱的服装。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@59934	Script/scenario02_9.binu8	59930	59934	　でも、そんな私にも欠点があった。	但是，就这样我也有着缺点。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@59990	Script/scenario02_9.binu8	59986	59990	　それは、容姿以外に、何の取り柄もなかったことです。	那就是，除了外貌以外，就没有任何的亮点了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@60073	Script/scenario02_9.binu8	60069	60073	@vNanana_0032「狙ったような、大根役者。踊らせればずっこけ、歌わせれば音を崩壊させる。勉強も、運動も、壊滅的。私は、可愛いだけが取り柄の、どうしようもない女の子だったのです」	@vNanana_0032「就像是一个专精于一点的杂技演员。跳舞的话会绊倒，唱歌的话会跑调。学习也好，运动也罢，都是毁灭性的差。我就是个，除了可爱以外，一无是处的女孩子」	@vNanana_0032	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@60331	Script/scenario02_9.binu8	60327	60331	　見た目と、あとは家のお手伝いくらいしか出来ません。@n　だからお母さんは私をアイドルの道に勧めたのでしょうか……。	　我能做到的，只有靠外表，还有帮家里做做杂事。@n　所以，妈妈才建议我走上偶像这条路吧……	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@60506	Script/scenario02_9.binu8	60502	60506	環	濑和环		术语检查	独立角色名；依据人物名表
Script/scenario02_9.binu8@60514	Script/scenario02_9.binu8	60510	60514	「人気者になったら、お兄さんは認めてくれるよ」	「只要成了受欢迎的人，哥哥就会认可你了。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@60588	Script/scenario02_9.binu8	60584	60588	　あれは、アイドル活動を始める前のことでした。	那是，偶像活动刚开始的时候。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@60662	Script/scenario02_9.binu8	60658	60662	　お母さんの紹介で、とある劇団に連れられた私は、とある天才子役の少年と出会いました。	在母亲的介绍下，把我带到了某个剧团去，在那儿与一位天才童星的少年相遇了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@60793	Script/scenario02_9.binu8	60789	60793	「計算して、考えて、狙いをはっきりさせたら……きっと、みんなに愛される女の子になれるさ」	「只要计算、思考，明确自己想要达到的目标……你一定能成为人人喜爱的女孩。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@60930	Script/scenario02_9.binu8	60926	60930	　才能がないのなら、努力しよう。@n　才能がないのなら、考えよう。	　既然没有才能，那就努力。@n　既然没有才能，那就思考。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@61030	Script/scenario02_9.binu8	61026	61030	　それを繰り返していたら、いつしか天才子役と呼ばれるようになっていた。@n　だから彼は、上辺だけの天才少年だと、笑っていた。	　不断重复这些事，不知不觉间，他成了人们口中的天才童星。@n　所以，他笑着说自己不过是个徒有其表的天才少年。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@61217	Script/scenario02_9.binu8	61213	61217	@vNanana_0033「――格好良かった」	@vNanana_0033「——好帅啊」	@vNanana_0033	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@61265	Script/scenario02_9.binu8	61261	61265	　みんなに、愛されたいと思った。@n　兄に、愛されたいと思った。	　我想被所有人喜爱。@n　我想被哥哥喜爱。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@61362	Script/scenario02_9.binu8	61358	61362	　あんな風に生きることが出来れば、本当に幸せになれるのかな。	要是能那样生活的话，就真是太幸福了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@61457	Script/scenario02_9.binu8	61453	61457	@n　――凄いわね、奈々菜。	@n　――真厉害啊，奈奈菜。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@61500	Script/scenario02_9.binu8	61496	61500	　地道に毎日活動し続けた結果、私の名前は爆発的に広がっていく。	坚持每天都认真活动的成果，就是我的名字爆发性的蔓延开来。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@61598	Script/scenario02_9.binu8	61594	61598	　天使美嘉の娘であることも、当然影響しているけれど……それにしても、本当に凄まじい勢いでした。	虽然也有借着天使美嘉的女儿名号的缘故……但是，那势头真的十分猛烈。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@61744	Script/scenario02_9.binu8	61740	61744	　週刊誌のグラビアや、ニュース番組のゲスト出演の打診。	包括来自周刊杂志的照片和新闻节目的嘉宾邀请。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@61830	Script/scenario02_9.binu8	61826	61830	　もしかしたら、本物のアイドルとして売り出す可能性もあると、お母さんは嬉しそうに笑っていた。	搞不好能真的作为偶像出道也说不定，母亲开心的笑了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@61973	Script/scenario02_9.binu8	61969	61973	　歌えも踊れもしない私でも、アイドルになれるのかな。	不会唱歌不会跳舞的我，也能成为偶像吗。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@62056	Script/scenario02_9.binu8	62052	62056	　全世界の人々に愛されるようになったら……私も、本当の意味で天使家の娘になれるのかな。	要是变成全世界的人都喜欢的人的话……我是不是，就能成为真正意义上的天使家的女儿呢。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@62190	Script/scenario02_9.binu8	62186	62190	@vNanana_0034「夢と希望に、満ち溢れていた」	@vNanana_0034「梦想与希望，满溢了出来」	@vNanana_0034	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@62253	Script/scenario02_9.binu8	62249	62253	　誰かに愛されたくて、私は生きてきて。	为了被谁爱着，这就是我活着的理由。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@62315	Script/scenario02_9.binu8	62311	62315	@vNanana_0035「これからだって、思っていたのに」	@vNanana_0035「今后一定会是这样吧，我还这样想着」	@vNanana_0035	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@62384	Script/scenario02_9.binu8	62380	62384	　そして私は、知ってしまう。	于是，我才发觉。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@62431	Script/scenario02_9.binu8	62427	62431	@vNanana_0036「――お前なんか、生まれてこなければ良かったのに」	@vNanana_0036「——你要是，没有被生下来就好了」	@vNanana_0036	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@62524	Script/scenario02_9.binu8	62520	62524	赤ちゃんの頃の記憶が、蘇る。	婴幼儿时期的记忆，复苏了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@62571	Script/scenario02_9.binu8	62567	62571	@vNanana_0037「私なんて、消えてしまったらいいのにね」	@vNanana_0037「我，要是消失掉就好了呢」	@vNanana_0037	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@62649	Script/scenario02_9.binu8	62645	62649	　そして私は、世界に忘却された。@n　その理由は……。	　然后，我被世界遗忘了。@n　至于原因……	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@62731	Script/scenario02_9.binu8	62727	62731	　ぼんやりと授業を受けていると、これが日常なんだなと心に染みる。	有时会觉得，上课时开开小差，那就是日常生活了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@62832	Script/scenario02_9.binu8	62828	62832	　毎日稽古漬けだったあの頃は、学校も休みがちだった。	曾经每天都沉浸于训练中的时候，在学校基本都是在休息。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@62915	Script/scenario02_9.binu8	62911	62915	琥珀	架桥琥珀		术语检查	独立角色名；依据人物名表
Script/scenario02_9.binu8@62926	Script/scenario02_9.binu8	62922	62926	@vKohaku_0377「……ぐう」	@vKohaku_0377「……zZZ」	@vKohaku_0377	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@62962	Script/scenario02_9.binu8	62958	62962	　ちらりと隣を見てみると、琥珀が堂々と居眠りをしていた。	偷偷瞥了一眼旁边，发现琥珀正在光明正大的打瞌睡。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@63051	Script/scenario02_9.binu8	63047	63051	　少し前までは注意を受けることもあったが、今ではすっかり放置されている。	之前还会稍稍注意一下周围的情况，但现在已经完全不管了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@63164	Script/scenario02_9.binu8	63160	63164	「平和なやつだ」	「真是和平啊。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@63193	Script/scenario02_9.binu8	63189	63193	　すぐ近くには、折原京子が張り付いた笑みを浮かべながら授業を聞いている。	就在附近，折原京子依然是绷着那张笑脸在听着课。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@63306	Script/scenario02_9.binu8	63302	63306	　真面目なように見えるが、勉強がさっぱり出来ないことを知っていた。	看上去一副认认真真的样子，但我知道她其实完全不会学习。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@63410	Script/scenario02_9.binu8	63406	63410	京子	折原京子		术语检查	独立角色名；依据人物名表
Script/scenario02_9.binu8@63421	Script/scenario02_9.binu8	63417	63421	@vMirai_0069「ぜんぜんわからないよ」	@vMirai_0069「完全听不懂呢」	@vMirai_0069	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@63474	Script/scenario02_9.binu8	63470	63474	　さきほどの数学の授業中、先生に答えを求められたあいつは、平然と答えた。	在刚才的数学课上，老师点名回答问题的时候，她泰然自若地这样回答了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@63587	Script/scenario02_9.binu8	63583	63587	@vMirai_0070「もう少し、わかりやすくお願いしてもいいかな」	@vMirai_0070「能讲的再通俗易懂一些吗」	@vMirai_0070	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@63673	Script/scenario02_9.binu8	63669	63673	「……おいおい」	「……喂喂。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@63702	Script/scenario02_9.binu8	63698	63702	　心の弱い数学教師は、問答を繰り返すよりも授業の継続を優先した。	内心脆弱的数学老师选择放弃反复的教导，而优先于讲授的进度。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@63803	Script/scenario02_9.binu8	63799	63803	　関わるべきではない厄介な相手と認識したのだろう。	恐怕是意识到这并非是应该与之扯上关系的对手了吧。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@63883	Script/scenario02_9.binu8	63879	63883	@vMirai_0071「……？」	@vMirai_0071「……？」	@vMirai_0071	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@63915	Script/scenario02_9.binu8	63911	63915	　俺の視線に気が付いて、首をかしげる。@n　それからゆっくりと笑いながら、小さく手を振った。	　她注意到了我的视线，歪了歪头。@n　接着慢慢露出笑容，轻轻挥了挥手。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@64054	Script/scenario02_9.binu8	64050	64054	@vMirai_0072「あはっ」	@vMirai_0072「哈哈」	@vMirai_0072	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@64086	Script/scenario02_9.binu8	64082	64086	　制服姿が、とても違和感がある。@n　彼女の出で立ちは、まるで彫像が服を着ているかのようだ。	　她穿着制服的样子，违和感强得不得了。@n　那身打扮简直像是一尊雕像穿上了衣服。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@64225	Script/scenario02_9.binu8	64221	64225	双葉	仓科双叶		术语检查	独立角色名；依据人物名表
Script/scenario02_9.binu8@64236	Script/scenario02_9.binu8	64232	64236	@vfutaba_0373「……何をジロジロと女の子を見ているですか。不潔ですよ？」	@vfutaba_0373「……一直盯着女孩子看什么呢？真是不纯洁」	@vfutaba_0373	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@64341	Script/scenario02_9.binu8	64337	64341	「お前にだけは、言われたくない」	「唯独不想被你这么说。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@64394	Script/scenario02_9.binu8	64390	64394	　真後ろから、声が聞こえてきた。	听到了身后的声音。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@64447	Script/scenario02_9.binu8	64443	64447	@vfutaba_0374「折原さんは、環が手を出していい相手ではありません。身分をわきまえるです」	@vfutaba_0374「折原同学可不是环你能出手的对象。癞蛤蟆就别想吃天鹅肉了」	@vfutaba_0374	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@64576	Script/scenario02_9.binu8	64572	64576	「同級生なんだが？」	「我们不是同班同学吗？」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@64611	Script/scenario02_9.binu8	64607	64611	@vfutaba_0375「格が違うのですよ。生き物としての、ヒエラルキー」	@vfutaba_0375「阶级不同哟，作为生物的，阶级」	@vfutaba_0375	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@64704	Script/scenario02_9.binu8	64700	64704	　最初こそ恐怖していたが、今ではすっかり恋しているらしい。	不同于最开始的害怕，似乎现在已经坠入爱河了样的。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@64796	Script/scenario02_9.binu8	64792	64796	「……だけど、天使奈々菜のときよりは、軽い」	「……不过，比起天使奈奈菜的时候，程度要轻一些。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@64867	Script/scenario02_9.binu8	64863	64867	　折原京子から彼女の過去を聞いてから、少しずつ思い出してきた。	从折原京子那里听说了她的过去后，就能想起来一些了。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@64965	Script/scenario02_9.binu8	64961	64965	　たしかに、天使奈々菜はこの世界に存在しただろう記憶。	关于天使奈奈菜确实存在于世上的记忆。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@65051	Script/scenario02_9.binu8	65047	65051	@n　――天使ちゃん！	@n　――天使小姐！	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@65085	Script/scenario02_9.binu8	65081	65085	　びっくりするくらいの満面の笑みで、双葉は彼女のことを愛でていた。	双叶挂着一副猪哥表情，痴迷地爱着她。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@65189	Script/scenario02_9.binu8	65185	65189	　彼女の写真をいつも持ち歩いていて、落ち込んだときや、憂鬱なときに、決まって彼女を眺めて元気を貰っていたんだ。	随身携带着她的照片，一旦失落又或者忧郁的时候，就会通过看着她来打起精神。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@65359	Script/scenario02_9.binu8	65355	65359	@vfutaba_0376「……なんですか。雰囲気が、やらしいですよ？」	@vfutaba_0376「……怎么回事，气质突然变得下流了起来？」	@vfutaba_0376	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@65446	Script/scenario02_9.binu8	65442	65446	「なわけあるか」	「才不是好吗。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@65475	Script/scenario02_9.binu8	65471	65475	　だからこそ、天使奈々菜をこの世界に引き戻してあげたいと思った。	所以，我想要将天使奈奈菜给拉回到这个世界。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@65576	Script/scenario02_9.binu8	65572	65576	　彼女がアイドルとして人気を得て、そのおかげで幸福になる人がいるのなら……きっと、悪いことではないだろうから。	既然她作为偶像而受人喜爱，并且有人因此而获得了幸福……那么，一定不是什么坏事。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@65746	Script/scenario02_9.binu8	65742	65746	@vMirai_0073「いけないんだ」	@vMirai_0073「这可不行」	@vMirai_0073	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@65787	Script/scenario02_9.binu8	65783	65787	　気が付けば、折原京子が囁いていた。	察觉到了折原京子的轻声低语。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@65846	Script/scenario02_9.binu8	65842	65846	@vMirai_0074「授業中なのに、喋っている」	@vMirai_0074「上课中不准交头接耳」	@vMirai_0074	PC版替换待抽检	来自电脑端汉化补丁；按语音编号对齐，待抽样复核
Script/scenario02_9.binu8@65905	Script/scenario02_9.binu8	65901	65905	「…………」	「…………」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@65928	Script/scenario02_9.binu8	65924	65928	　何なんだろう、こいつは。@n　その一挙一動、一言一句が、俺の心を侵食していく。	　这家伙到底是怎么回事？@n　她的一举一动、一言一语，都在侵蚀着我的内心。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@66049	Script/scenario02_9.binu8	66045	66049	@n　――このままだと、だめだ。	@n　――这样下去不行。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@66098	Script/scenario02_9.binu8	66094	66098	　本能が危険を察知して、折原京子から視線を逸らす。@n　さまよう眼差しが、次に見つけたのは。	　本能察觉到了危险，我移开了看向折原京子的视线。@n　游移的目光接着找到的是——	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@66237	Script/scenario02_9.binu8	66233	66237	「……匂宮めぐり」	「……匂宫巡。」		初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@66269	Script/scenario02_9.binu8	66265	66269	　彼女は真面目に机に向かっていた。@n　だが、その勤勉さの矛先が、授業に向いているわけではないことを知っている。	　她正认真地埋头于书桌前。@n　但我知道，她勤奋的矛头并没有指向课堂。	@n	初译完成	第一幕开场段；结合上下文人工初译
Script/scenario02_9.binu8@66438	Script/scenario02_9.binu8	66434	66438	　広げられていたのは、エッダと呼ばれる、北欧神話に関する資料群である。	铺在桌子上的，是被称为《埃达》（注：edda，冰岛诗集）的北欧神话相关的资料集。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
Script/scenario02_9.binu8@66548	Script/scenario02_9.binu8	66544	66548	　何か一つでも役に立つものはないだろうかと、血まなこで食らいついていた。	“就没有什么能派上用处的东西吗”这般，以渴血的态度搜寻着。		PC版替换待抽检	来自电脑端汉化补丁；按场景、PC原文及出现次序安全对齐，待抽样复核
